SAGE_LIBRARY_ID	NAME
72	SAGE_Prostate_normal_MD_PR317
6	SAGE_RKO
28	SAGE_SKBR3
5	SAGE_SW837
77	SAGE_SciencePark_MCF7_Control_0h
76	SAGE_SciencePark_MCF7_control_3h
79	SAGE_SciencePark_MCF7_estradiol_10h
78	SAGE_SciencePark_MCF7_estradiol_3h
97	SAGE_Stomach_adenocarcinoma_B_G234
52	SAGE_TSU
13	SAGE_Tu102
14	SAGE_Tu98
30	SAGE_Vascular_normal_CS_VEGF+
29	SAGE_Vascular_normal_CS_control
44	SAGE_Fibroblasts_CL_postcrisis
45	SAGE_Fibroblasts_CL_precrisis
97	SAGE_gastric_cancer-G234
80	SAGE_lacZ
31	SAGE_mammary_epithelium
34	SAGE_normal_cerebellum
99	SAGE_normal_lung
10	SAGE_normal_pool(6th)
89	SAGE_normal_prostate
7	SAGE_pooled_GBM
69	SAGE_Prostate_carcinoma_CL_LNCaP-C
70	SAGE_Prostate_carcinoma_CL_LNCaP-T
131	SAGE_breast_myoepithelial
131	SAGE_Breast_normal_AP_myoepithelial1
132	SAGE_breast_hyperplasia
132	SAGE_Breast_normal_B_hyperplasia1
133	SAGE_normal_pediatric_cortex_H1571
133	SAGE_Brain_normal_peds_cortex_B_H1571
134	SAGE_normal_gastric_body_epithelial
134	SAGE_Stomach_normal_epithelium_B_body1
135	SAGE_normal_liver
135	SAGE_Liver_normal_B_1
136	SAGE_normal_heart
136	SAGE_Heart_normal_B_1
137	SAGE_glioma_1150
137	SAGE_Brain_ependymoma_B_1150
138	SAGE_ependymoblastoma_819
138	SAGE_Brain_ependymoblastoma_B_819
139	SAGE_ependymoma_1394
139	SAGE_Brain_ependymoma_B_1394
140	SAGE_ependymoma239
140	SAGE_Brain_ependymoma_B_239
141	SAGE_Muscle_normal_B_old
142	SAGE_Muscle_normal_B_young
141	SAGE_Muscle_normal_B_old
142	SAGE_Muscle_normal_B_young
143	SAGE_Prostate_carcinoma_CL_PC3_Mock
144	SAGE_Brain_astrocytoma_grade_II_B_H359
145	SAGE_Brain_astrocytoma_grade_II_B_H388
146	SAGE_Brain_astrocytoma_grade_II_B_H563
147	SAGE_Brain_ependymoma_B_R1023
148	SAGE_Brain_ependymoma_B_R353
149	SAGE_Brain_ependymoma_B_R455
150	SAGE_Brain_ependymoma_B_R582
151	SAGE_Brain_ependymoma_B_R628
152	SAGE_Brain_oligodendroglioma_B_1001
153	SAGE_Breast_carcinoma_epithelium_AP_DCIS6
154	SAGE_Prostate_carcinoma_CL_PC3_AS2
155	SAGE_White_Blood_Cells_Breast_carcinoma__AP_DCIS6
156	SAGE_Breast_carcinoma_myoepithelium__AP_DCIS6
157	SAGE_Breast_carcinoma_epithelium_AP_DCIS7
158	SAGE_Breast_carcinoma_myoepithelium_AP_DCIS7
159	SAGE_Vascular_Endothelium_Breast_carcinoma_AP_DCIS6
160	SAGE_Placenta_first_trimester_normal_B_1
161	SAGE_Placenta_normal_B_1
162	SAGE_Retina_Peripheral_normal_B_1
163	SAGE_Retina_Peripheral_normal_B_2
164	SAGE_Retina_normal_B_HMAC2
165	SAGE_Retina_Pigment_epithelium_normal_B_1
166	SAGE_Skin_melanoma_B_DB1
167	SAGE_Spinal_cord_normal_B_1
168	SAGE_Universal_reference_human_RNA_CL
169	SAGE_Prostate_normal_epithelium_CS_confluent
170	SAGE_Stomach_carcinoma_B_xenograft_X101
171	SAGE_Breast_carcinoma_B_DCIS-4
172	SAGE_Breast_carcinoma_B_DCIS-5
173	SAGE_Breast_carcinoma_B_IDC-3
174	SAGE_Breast_carcinoma_B_IDC-4
175	SAGE_Breast_carcinoma_B_IDC-5
176	SAGE_Breast_carcinoma_CL_ZR75_1_estrogen
177	SAGE_Breast_carcinoma_CL_ZR75_1_tamoxifen
178	SAGE_Breast_carcinoma_CL_ZR75_1_untreated
179	SAGE_Breast_carcinoma_metastasis_B_2
180	SAGE_Breast_normal_endothelium_AP_1
181	SAGE_White_Blood_Cells_normal_AP
182	SAGE_Breast_normal_organoid_B
183	SAGE_Breast_normal_stroma_AP_1
184	SAGE_Cervix_normal_exocervix_B_1
185	SAGE_Vascular_Endothelial_hemangioma_B_146
186	SAGE_Stomach_carcinoma_B_G189
187	SAGE_Breast_carcinoma_AP_DCIS-3
203	SAGE_Prostate_normal_epithelium_CS_senescent
153	SAGE_Breast_carcinoma_epithelium_MD_DCIS6
155	SAGE_Breast_carcinoma_leukocytes_MD_DCIS6
156	SAGE_Breast_carcinoma_myoepithelium_MD_DCIS6
157	SAGE_Breast_carcinoma_epithelium_MD_DCIS7
158	SAGE_Breast_carcinoma_myoepithelium_MD_DCIS7
159	SAGE_Breast_carcinoma_endothelium_AP_DCIS6
160	SAGE_Placenta_first_trimester_B_1
162	SAGE_Retina_Peripheral_B_1
163	SAGE_Retina_Peripheral_B_2
169	SAGE_Prostate_primary_B_confluent
179	SAGE_Breast_metastasis_B
180	SAGE_Breast_normal_endothelium_MD
181	SAGE_Breast_normal_leukocytes_MD
185	SAGE_Endothelial_hemangioma_146
187	SAGE_Breast_carcinoma_B_DCIS-3
223	SAGE_Kidney_carcinoma_B_D2
203	SAGE_Prostate_primary_B_senescent
224	SAGE_Skin_normal_B_1
243	SAGE_Brain_medulloblastoma_CL_D283
244	SAGE_Stomach_carcinoma_B_X43
285	SAGE_Bone_marrow_B_ALL2
263	SAGE_Brain_medulloblastoma_B_H972
266	SAGE_Liver_Cholangiocarcinoma_B_K1
267	SAGE_Brain_ependymoma_B_H580
283	SAGE_Brain_astrocytoma_grade_III_B_H970
284	SAGE_Bone_marrow_B_ALL1
303	SAGE_Brain_medulloblastoma_CL_4-HCR
343	SAGE_Brain_astrocytoma_grade_III_B_343
344	SAGE_Brain_astrocytoma_grade_III_B_584
345	SAGE_Brain_astrocytoma_grade_II_B_H127
346	SAGE_Brain_astrocytoma_grade_II_B_H501
347	SAGE_Brain_astrocytoma_grade_II_B_H516
348	SAGE_Brain_astrocytoma_grade_II_B_H530
349	SAGE_Brain_astrocytoma_grade_III_B_828
350	SAGE_Brain_astrocytoma_grade_III_B_H1055
351	SAGE_Brain_astrocytoma_grade_III_B_R927
352	SAGE_Brain_glioblastoma_B_H1425C
353	SAGE_Brain_GBM_endothelium_AP_RB1
354	SAGE_Brain_glioblastoma_B_H1353
355	SAGE_Brain_glioblastoma_B_H1371
356	SAGE_Brain_glioblastoma_B_H833
357	SAGE_Brain_glioblastoma_B_R20
358	SAGE_Brain_glioblastoma_B_R336
359	SAGE_Brain_glioblastoma_B_R70
360	SAGE_Vascular_Involuting_Hemangioma_B_Ark
361	SAGE_Brain_astrocytoma_grade_III_B_407
362	SAGE_Pancreas_normal_B_1
363	SAGE_Thyroid__follicular__adenoma_B_TT005
364	SAGE_Placenta_hydatidiform_mole_B_1
365	SAGE_Thyroid__follicular__carcinoma_B_TT004
383	SAGE_Brain_medulloblastoma_B_H306
384	SAGE_Brain_astrocytoma_grade_III_B_R140
385	SAGE_Brain_astrocytoma_grade_III_B_439
386	SAGE_Brain_medulloblastoma_B_98-09-P558
387	SAGE_Skin_melanoma_B_DB2
388	SAGE_Brain_ependymoma_B_R512
389	SAGE_Thyroid_normal_B_001
392	SAGE_Thyroid_papillary_carcinoma_B_TT003
393	SAGE_Thyroid_papillary_carcinoma_B_II_002
394	SAGE_Testis_normal_B_1
396	SAGE_Skin_melanoma_B_DB3
397	SAGE_Brain_medulloblastoma_B_H275
398	SAGE_Stomach_normal_B_antrum
399	SAGE_Brain_medulloblastoma_B_DL5
400	SAGE_Brain_medulloblastoma_B_DL7
401	SAGE_Brain_medulloblastoma_B_H1413
506	SAGE_Breast_DCIS7_leukocytes_AP
404	SAGE_Bone_marrow_normal_B_D01
405	SAGE_Lymph_Node_Normal_B_1
406	SAGE_Brain_ependymoma_B_R510
407	SAGE_Brain_medulloblastoma_B_H484
408	SAGE_Brain_medulloblastoma_B_97-05-P312
409	SAGE_Bone_marrow_normal_AP_CD34+/CD38-/lin-
410	SAGE_Brain_medulloblastoma_B_98-13-P301
411	SAGE_Brain_medulloblastoma_B_98-04-P117
412	SAGE_Brain_medulloblastoma_B_H1322
413	SAGE_Brain_medulloblastoma_B_98-05-P040
414	SAGE_Brain_medulloblastoma_B_C609
415	SAGE_Brain_medulloblastoma_B_H876
416	SAGE_Breast_carcinoma_myofibroblast_AP_IDC7
417	SAGE_Liver_Cholangiocarcinoma_B_K2
418	SAGE_Breast_carcinoma_epithelium_AP_IDC7
419	SAGE_Breast_carcinoma_stroma_B_IDC7
420	SAGE_Breast_normal_myoepithelium_AP_IDC7
421	SAGE_Brain_normal_substantia_nigra_B_1
423	SAGE_Breast_carcinoma_B_CT15
424	SAGE_Breast_carcinoma_stroma_B_DCIS6
425	SAGE_Colon_carcinoma_CL_Hct116_wildtype_p53_Anoxia
426	SAGE_Colon_carcinoma_CL_Hct116_p53_knockout_Normal_Oxygen
427	SAGE_Colon_carcinoma_CL_Hct116_wildtype_p53_Normal_Oxygen
428	SAGE_Colon_carcinoma_CL_Hct116_p53_knockout_Anoxia
429	SAGE_Liver_normal_endothelium_AP_NLEC1
430	SAGE_Brain_fetal_normal_B_S1
431	SAGE_Breast_carcinoma_B_BWHT18
432	SAGE_Breast_normal_organoid_B_2
443	SAGE_Bone_marrow_normal_AP_CD34+/CD38+/lin+
463	SAGE_Bone_ marrow_ALL_AP-E
464	SAGE_Bone_ marrow_ALL_AP-T
484	SAGE_Breast_carcinoma_leukocyte_AP_IDC7
503	SAGE_Liver_Cholangiocarcinoma_CL_K4
504	SAGE_Liver_Cholangiocarcinoma_CL_K3
505	SAGE_Liver_Cholangiocarcinoma_B_K2B
523	SAGE_Brain_Normal_Leptomeninges_B_AL2
524	SAGE_Brain_Meningioma_grade_III_B_SF2366
525	SAGE_Brain_Meningioma_grade_I_B_SF4465
526	SAGE_Brain_Meningioma_grade_I_B_SF4271
527	SAGE_Brain_Meningioma_grade_II_B_SF3622
528	SAGE_Brain_Meningioma_grade_II_B_SF2176
563	SAGE_Brain_astrocytoma_grade_III_B_H272
564	SAGE_Brain_astrocytoma_grade_II_B_H518
565	SAGE_Brain_glioblastoma_CS_TA2
583	SAGE_Liver_Cholangiocarcinoma_B_K2C
584	SAGE_Lung_normal_CL_L16
585	SAGE_Lung_normal_CL_L15
586	SAGE_Lung_adenocarcinoma_MD_L9
587	SAGE_Lung_adenocarcinoma_MD_L10
603	SAGE_Cartilage_chondrosarcoma_grade_2_CL_UIFU0
604	SAGE_Cartilage_chondrosarcoma_grade_2_B_UIGA0
605	SAGE_Cartilage_chondrosarcoma_grade_2_CL_UIGE0
606	SAGE_Cartilage_dedifferentiated_chondrosarcoma_metastasis_CL_UIFK0
607	SAGE_Cartilage_dedifferentiated_chondrosarcoma_metastasis_CL_UIGP0
608	SAGE_Cartilage_dedifferentiated_chondrosarcoma_metastasis_CL_UIGD0
609	SAGE_Cartilage_dedifferentiated_chondrosarcoma_metastasis_CL_UIEK0
610	SAGE_Cartilage_dedifferentiated_chondrosarcoma_metastasis_CL_UIGX0
623	mLSAGE_Heart_atrium_normal_TS19_MD_SMEH3
624	mLSAGE_Heart_atrium_normal_TS20_MD_SMEH1
625	mLSAGE_Heart_atrium_normal_TS15_MD_SMEH6
626	mLSAGE_Heart_atrioventricular_cushions_normal_TS19_MD_SMEH8
627	mLSAGE_Heart_bulbous_cordis_normal_TS15_MD_SMEH5
628	mLSAGE_Heart_ventricle_normal_TS15_MD_SMEH7
629	mSAGE_Heart_ventricle_normal_TS20_MD_SMEH2
630	mSAGE_Liver_normal_TS20_MD_SMEL1
631	mLSAGE_Lung_normal_1d_MD_SLUN4
632	mLSAGE_Prostate_dorsal_lobe_normal_12w_MD_SMAP1
633	mLSAGE_Prostate_normal_1d_MD_SMJP1
634	mLSAGE_Spleen_normal_12w_MD_SMES4
635	mLSAGE_Spleen_normal_TS24_MD_SMES3
636	mSAGE_Spleen_normal_TS26_MD_SMES2
637	mLSAGE_Cortex_visual_normal_20d_MD_SMJB4
638	mLSAGE_Cortex_visual_normal_27d_MD_SMJB2
639	mLSAGE_Bladder_normal_TS24_MD_SMEB1
643	LSAGE_Pancreas_normal_B_1
644	LSAGE_Breast_carcinoma_myofibroblast_AP_IDC7
645	LSAGE_Breast_carcinoma_epithelium_AP_IDC7
646	LSAGE_Breast_carcinoma_stroma_B_IDC7
647	LSAGE_Breast_normal_myoepithelium_AP_IDC7
648	LSAGE_Brain_normal_substantia_nigra_B_1
649	LSAGE_Breast_carcinoma_B_CT15
650	LSAGE_Breast_carcinoma_stroma_B_DCIS6
651	LSAGE_Colon_carcinoma_CL_Hct116_wildtype_p53_Anoxia
652	LSAGE_Colon_carcinoma_CL_Hct116_p53_knockout_Normal_Oxygen
653	LSAGE_Colon_carcinoma_CL_Hct116_wildtype_p53_Normal_Oxygen
654	LSAGE_Colon_carcinoma_CL_Hct116_p53_knockout_Anoxia
655	LSAGE_Liver_normal_endothelium_AP_NLEC1
656	LSAGE_Brain_fetal_normal_B_S1
657	LSAGE_Breast_carcinoma_B_BWHT18
658	LSAGE_Breast_normal_organoid_B_2
659	LSAGE_Breast_carcinoma_leukocyte_AP_IDC7
663	mSAGE_Pancreas_normal_TS24_MD_SMEP2
664	mLSAGE_Pancreas_normal_TS26_MD_SMEP3
665	mLSAGE_Thymus_normal_104d_MD_SMAT1
666	mLSAGE_Thymus_normal_TS26_MD_SMET1
667	mLSAGE_Urogenital_sinus_normal_TS24_MD_SMEU3
668	mSAGE_Pancreas_normal_TS22_MD_SMEP1
669	SAGE_Breast_normal_FS_NER
670	SAGE_Breast_carcinoma_CL_MDA435C
671	SAGE_Breast_carcinoma_CL_MDA435H24
672	SAGE_Breast_carcinoma_CL_MDA435H48
673	LSAGE_Breast_carcinoma_epithelium_AP_T392303
674	LSAGE_Breast_carcinoma_myofibroblast_AP_T392303
675	LSAGE_Breast_carcinoma_epithelium_AP_T112603
676	LSAGE_Breast_carcinoma_myofibroblast_AP_T112603
683	LSAGE_Breast_carcinoma_B_Phyllodes070202
703	LSAGE_Breast_Carcinoma_MD_LCIS
723	LSAGE_Breast_fibroadenoma_MD
743	mSAGE_Mammary_gland_normal_p53_wildtype_organoid_B_12
744	mSAGE_Mammary_gland_normal_p53_null_pseudopregnant_organoid_B_15
745	mSAGE_Mammary_gland_normal_p53_null_organoid_B_14
746	mSAGE_Mammary_gland_normal_p53_wildtype_pseudopregnant_organoid_B_16
747	mSAGE_Mammary_gland_adenocarcinoma_p53_null_B_17
748	mSAGE_Mammary_gland_adenocarcinoma_p53_null_B_18
749	mSAGE_Mammary_gland_adenocarcinoma_p53_null_B_19
763	mSAGE_Skin_normal_E2F1_wildtype_B_20
764	mSAGE_Skin_normal_E2F1_wildtype_UV_B_21
765	mSAGE_Skin_normal_E2F1_null_B_22
766	mSAGE_Skin_normal_E2F1_null_UV_B_23
767	mSAGE_Whole_embryo_normal_TS26_CARM_wildtype_B_26
768	mSAGE_Whole_embryo_normal_TS26_CARM_null_B_27
783	mSAGE_Skin_normal_B_24
784	mSAGE_Skin_squamous_cell_carcinoma_B_25
803	mLSAGE_Bladder_normal_104d_MD_SM037
804	mLSAGE_Lung_normal_TS19_MD_SLUN1
805	mLSAGE_Skeletal_muscle_normal_TS26_MD_SM042
823	mSAGE_Mammary_gland_normal_C3(1)SV40Tag_LGD1069_B_73
824	mSAGE_Mammary_gland_normal_C3(1)SV40Tag_B_72
843	LSAGE_Embryonic_stem_cells_H9_normal_p38_CL_SHES2
844	SAGE_Embryonic _stem_cell_H9_normal_p38_CL_SHES1
863	mSAGE_T_cell_TCR_gamma_delta_normal_FS_60
864	mSAGE_T_cell_TCR_alpha_beta_normal_FS_59
865	mSAGE_T_cell_naive_FS_61
883	mSAGE_T_cell_memory_FS_62
903	mSAGE_Cerebellum_CS_GCPcontrol
904	mSAGE_Brain_medulloblastoma_B_3871
905	mSAGE_Cerebellum_percoll_GCP
906	mSAGE_Cerebellum_CS_GCP+SHH
923	mSAGE_Hypothalamus_normal_adult_B_46
924	mSAGE_Retina_normal_TS20_B_47
925	mSAGE_Retina_normal_TS22_B_48
926	mSAGE_Retina_normal_TS24_B_49
927	mSAGE_Retina_normal_TS26_B_50
928	mSAGE_Retina_normal_0.5d_B_51
929	mSAGE_Retina_normal_2.5 d_B_52
930	mSAGE_Retina_normal_4.5d_B_53
931	mSAGE_Retina_normal_6.5d_B_54
932	mSAGE_Retina_normal_10.5d_B_55
933	mSAGE_Retina_normal_10.5d_CRXnull_B_56
934	mSAGE_Retina_normal_adult_B_57
935	mSAGE_Retina_normal_adult_MD_58
943	mLSAGE_Cortex_visual_normal_27d_MD_SM040
944	mLSAGE_Bladder_normal_TS22_MD_SM041
945	mLSAGE_Placenta_normal_TS15_MD_SM047
946	mLSAGE_Placenta_normal_TS22_MD_SM049
947	mLSAGE_Cortex_visual_normal_42d_MD_SM050
948	mLSAGE_Heart_ventricle_normal_TS19_MD_SM051
963	LSAGE_Lung_adenocarcinoma_B_1
964	SAGE_Lung_adenocarcinoma_B_1
983	mLSAGE_Urogenital_sinus_mesenchyme_normal_TS24_MD_SM036
984	mLSAGE_Branchial_arch_normal_TS15_MD_SM043
985	mLSAGE_Branchial_arch_normal_TS17_MD_SM039
